id,kind,category,name,harnesses,in_ours,fable_useful,fable_reason,fable_tag,gpt_useful,gpt_reason,gpt_tag,consensus,agree,description
command:harnessstatus,command,commands,harness-status,ours:.claude,yes,yes,Read-only upstream-drift check across reference harnesses; language-neutral maintenance aid.,generic-workflow,yes,Useful read-only drift tracking for reference harness submodules.,git,keep,yes,"Quick upstream-drift status across all reference_harnesses submodules — what changed since our pinned commits. Read-only (fetches, never moves pins)."
command:hookify,command,commands,hookify,claude-plugins-official; everything-claude-code,,yes,"Generates hooks to block unwanted behaviors; generic, language-neutral harness hardening.",generic-workflow,yes,Generic hook creation can enforce agent workflow and safety rules.,agent-orchestration,keep,yes,Create hooks to prevent unwanted behaviors from conversation analysis or explicit instructions
command:indexrepo,command,commands,index-repo,mvp:code-intel,yes,yes,Repo indexing for code-graph queries; language-neutral code intelligence for Python repos.,generic-workflow,yes,Repository indexing improves code intelligence and graph queries for Python projects.,generic-workflow,keep,yes,Index the current repo into CBM (and confirm serena activation) so graph queries work. Run once per repo; CBM auto-syncs after.
command:learneval,command,commands,learn-eval,everything-claude-code,,yes,Generic session-pattern extraction with quality gating; strengthens project memory.,generic-workflow,yes,Captures reusable session patterns with quality checks and scoped memory placement.,generic-workflow,keep,yes,"Extract reusable patterns from the session, self-evaluate quality before saving, and determine the right save location (Global vs Project)."
command:modernizeharden,command,commands,modernize-harden,claude-plugins-official,,yes,Language-neutral security scan with remediation patch; broadly useful for Python repos.,devops,yes,"Security scanning across OWASP, CWE, CVE, secrets, and injection is generic.",devops,keep,yes,"Security vulnerability scan with a reviewable remediation patch — OWASP, CWE, CVE, secrets, injection"
command:modernizemap,command,commands,modernize-map,claude-plugins-official,,yes,Dependency and call-graph mapping helps understand any Python codebase.,generic-workflow,yes,"Dependency, topology, lineage, and flow diagrams help understand Python systems too.",docs,keep,yes,"Dependency & topology mapping — call graphs, data lineage, batch flows, rendered as navigable diagrams"
command:plan,command,commands,plan,everything-claude-code,,yes,Generic restate-risks-plan-confirm gate before coding; language-neutral and valuable,generic-workflow,yes,Core implementation planning workflow is directly useful for Python projects.,generic-workflow,keep,yes,"Restate requirements, assess risks, and create step-by-step implementation plan. WAIT for user CONFIRM before touching any code."
command:preparephases,command,commands,prepare-phases,ours:.claude,yes,yes,"Already ours; turns research into Beads-backed workstream, core planning capability",generic-workflow,yes,"Turns research into Beads-backed phases, useful for durable Python project execution.",agent-orchestration,keep,yes,Turn input documents or research notes into a Beads-backed workstream — brainstorm + roadmap + seeded epics/stages.
command:prpimplement,command,commands,prp-implement,everything-claude-code,,yes,"Plan execution with validation loops; generic, fits verification-driven workflow",generic-workflow,yes,Rigorous plan execution with validation loops is valuable for Python coding work.,generic-workflow,keep,yes,Execute an implementation plan with rigorous validation loops
command:prpplan,command,commands,prp-plan,everything-claude-code,,yes,Plan generation with codebase analysis and pattern extraction; generic and substantive,generic-workflow,yes,Codebase-aware implementation planning and pattern extraction are broadly useful.,generic-workflow,keep,yes,Create comprehensive feature implementation plan with codebase analysis and pattern extraction
command:prppr,command,commands,prp-pr,everything-claude-code,,yes,PR creation with template discovery and change analysis; generic git workflow aid,git,yes,Automated PR creation around current branch is useful generic git workflow.,git,keep,yes,"Create a GitHub PR from current branch with unpushed commits — discovers templates, analyzes changes, pushes"
command:pythonreview,command,commands,python-review,everything-claude-code,,yes,"Python-specific review for PEP 8, typing, security fits the workflow directly.",python,yes,"Directly supports Python reviews for style, typing, security, and idioms.",python,keep,yes,"Comprehensive Python code review for PEP 8 compliance, type hints, security, and Pythonic idioms. Invokes the python-reviewer agent."
command:resumesession,command,commands,resume-session,everything-claude-code,,yes,Cross-session context resume is generic and valuable for multi-session Python work.,generic-workflow,yes,"Session continuity is valuable for long Python work, though implementation is Claude-specific.",agent-orchestration,keep,yes,Load the most recent session file from ~/.claude/session-data/ and resume work with full context from where the last session ended.
command:reviewpr,command,commands,review-pr,claude-plugins-official; everything-claude-code,,yes,Agent-driven PR review is language-neutral and directly useful.,git,yes,PR review with specialized agents is broadly useful for Python project maintenance.,git,keep,yes,Comprehensive PR review using specialized agents
command:rpiimplement,command,rpi,rpi/implement,claude-code-best-practice,,yes,Phased implementation with validation gates is a solid generic execution pattern.,generic-workflow,yes,Phased implementation with validation gates fits substantial Python feature work.,generic-workflow,keep,yes,Execute phased implementation with validation gates
command:rpiplan,command,rpi,rpi/plan,claude-code-best-practice,,yes,Comprehensive planning documentation workflow is generic and high-value.,generic-workflow,yes,Structured feature planning is broadly useful before Python implementation work.,generic-workflow,keep,yes,Create comprehensive planning documentation for a feature
